paper_id,title,pdf_url,download_status,reason_if_failed,file_path
P3106CA6AD6,VLSP 2021 - ViMRC Challenge: Vietnamese Machine Reading Comprehension,https://arxiv.org/pdf/2203.11400v3,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P2CD6AE9596,Towards a large-scale person search by vietnamese natural language: dataset and methods,https://link.springer.com/content/pdf/10.1007/s11042-022-12138-1.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P4ABED5670B,Sentiment Analysis based on word vector representation for short comments in Vietnamese language,,not_downloaded,no open-access PDF URL in metadata,
P2C19E5B011,SMTCE: A Social Media Text Classification Evaluation Benchmark and BERTology Models for Vietnamese,https://arxiv.org/pdf/2209.10482v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P1C332ED5E3,Representation of Chinese-Vietnamese Bilingual News Topics Based on Heterogeneous Graph,https://link.springer.com/content/pdf/10.1007/978-981-99-2356-4_19.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PE0A0838506,Key Information Extraction from Mobile-Captured Vietnamese Receipt Images using Graph Neural Networks Approach,,not_downloaded,no open-access PDF URL in metadata,
PA62ED953A5,Complex Word Identification in Vietnamese: Towards Vietnamese Text Simplification,,not_downloaded,no open-access PDF URL in metadata,
P331D5B5EA3,"‘Nói thì học Mỹ, học rặt Mỹ luôn’: language ideologies in a Vietnamese restaurant in South Texas",,not_downloaded,no open-access PDF URL in metadata,
P7ED0947D29,Vietnamese Sentence Paraphrase Identification using Pre-trained Model and Linguistic Knowledge,https://doi.org/10.14569/ijacsa.2021.0120891,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P3ADDD7ACC4,ViReader: A Wikipedia-based Vietnamese reading comprehension system using transfer learning,,not_downloaded,no open-access PDF URL in metadata,
P13E857D60F,Sentence Extraction-Based Machine Reading Comprehension for Vietnamese,https://arxiv.org/pdf/2105.09043v2,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P59E95628BC,"PhoNLP: A joint multi-task learning model for Vietnamese part-of-speech tagging, named entity recognition and dependency parsing",https://aclanthology.org/2021.naacl-demos.1.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P247FE663CD,Person search by natural language description in Vietnamese using pre-trained visual-textual attributes alignment model,https://ieeexplore.ieee.org/iel7/9648573/9648578/09648695.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P7BEEFC8176,Motivation for learning Chinese in a study abroad context: Vietnamese students in Taiwan,,not_downloaded,no open-access PDF URL in metadata,
P791368E5A9,Investigating Monolingual and Multilingual BERTModels for Vietnamese Aspect Category Detection,http://arxiv.org/pdf/2103.09519v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P28B9DEC8CE,Improving the Performance of Vietnamese–Korean Neural Machine Translation with Contextual Embedding,https://www.mdpi.com/2076-3417/11/23/11119/pdf?version=1637675644,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PA56DF2FC9A,Enhancing the Legal Awareness of Vietnamese Basic Officers,,not_downloaded,no open-access PDF URL in metadata,
PF0B8212120,English-Vietnamese Cross-Lingual Paraphrase Identification Using MT-DNN,https://www.etasr.com/index.php/ETASR/article/download/4300/2579,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PFB600FCB2F,Content based Lecture Video Retrieval using Textual Queries: to be Smart University,,not_downloaded,no open-access PDF URL in metadata,
P9EB76334E7,Combining PhoBERT and SentiWordNet for Vietnamese Sentiment Analysis,,not_downloaded,no open-access PDF URL in metadata,
PA4F14AC9D5,A Vietnamese Answer Extraction Model Based on PhoBERT,,not_downloaded,no open-access PDF URL in metadata,
P75FCEC0354,Space and time in Vietnamese heritage language maintenance,,not_downloaded,no open-access PDF URL in metadata,
P348230EF3A,PhoBERT: Pre-trained language models for Vietnamese,https://arxiv.org/pdf/2003.00744v3,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PCA14ADCDC5,Exploiting Vietnamese Social Media Characteristics for Textual Emotion Recognition in Vietnamese,https://arxiv.org/pdf/2009.11005v3,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P958598DF62,Chinese-Vietnamese bilingual news event summarization based on distributed graph ranking,https://link.springer.com/content/pdf/10.1007/s11227-019-03006-1.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PFFBEC544F7,Using Entity Relations for Opinion Mining of Vietnamese Comments,https://arxiv.org/pdf/1905.06647v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PBD8270317C,State-of-the-Art Vietnamese Word Segmentation,https://arxiv.org/pdf/1906.07662v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P4A26D70D65,Phrase-Based Chinese-Vietnamese Pseudo-Parallel Sentence Pair Generation,https://link.springer.com/content/pdf/10.1007/978-981-15-1721-1_6.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P33BB1C57FD,On the Vietnamese Name Entity Recognition: A Deep Learning Method Approach,https://arxiv.org/pdf/1912.01109,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PFCD10E13D8,Multi-modal video retrieval using Dilated Pyramidal Residual network,https://doi.org/10.32508/stdjns.v2i5.789,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P24916D534F,French-Vietnamese Translanguaging in the Work of Kim Thúy,,not_downloaded,no open-access PDF URL in metadata,
P1990CDA7BA,Detecting Vietnamese Opinion Spam,https://arxiv.org/pdf/1905.06112v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P618E35F881,Deep Learning Approach for Singer Voice Classification of Vietnamese Popular Music,https://arxiv.org/pdf/2102.12111,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P06E6D14787,A Survey on the Multiple Classifier for New Benchmark Dataset of Vietnamese News Classification,https://ieeexplore.ieee.org/iel7/8673317/8687323/08687509.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PB0423D5582,Vietnamese Open Information Extraction,https://arxiv.org/pdf/1801.07804v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P935680E248,"Cultural additivity: behavioural insights from the interaction of Confucianism, Buddhism and Taoism in folktales",https://www.nature.com/articles/s41599-018-0189-2.pdf,not_downloaded,OA location host not in conservative download allowlist,
P4BBF1302BE,The Chinese Vietnamese bilingual news event ranking method based on attribute association graph,https://ieeexplore.ieee.org/iel7/8292144/8300530/08300616.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P105F3B939F,Vietnamese sentence recognition algorithm in embedded device based on specialized transition network,,not_downloaded,no open-access PDF URL in metadata,
P1DAD2646A0,Learning Vietnamese as a heritage language in Taiwan,,not_downloaded,no open-access PDF URL in metadata,
P25EC1BF7C8,Construction of Vietnamese SentiWordNet by using Vietnamese Dictionary,https://arxiv.org/pdf/1412.8010v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P72AEFFC178,Building English-Vietnamese Named Entity Corpus with Aligned Bilingual News Articles,https://aclanthology.org/W14-5512.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P6E7D8872F7,An approach for automatically structuring Vietnamese legal text,,not_downloaded,no open-access PDF URL in metadata,
PF6168B9D39,Soccer Event Retrieval Based on Speech Content: A Vietnamese Case Study,,not_downloaded,no open-access PDF URL in metadata,
P95B0906F93,Vietnamese pharma companies to publish drug prices,,not_downloaded,no open-access PDF URL in metadata,
P296C00BE37,Changes ahead for Vietnamese drug industry,,not_downloaded,no open-access PDF URL in metadata,
P7CC35B251E,Vietnamese drug prices reined in,,not_downloaded,no open-access PDF URL in metadata,
PAB48016D0A,"Vietnamese export earnings, healthcare expenditure",,not_downloaded,no open-access PDF URL in metadata,
PA914B62FFF,"Syntax/morphology asymmetry in Vietnamese - a consequence of contact by writing between Vietnamese, Chinese and Standard Average European Languages",,not_downloaded,no open-access PDF URL in metadata,
PADA1A3E483,Vietnamese Immigration History,,not_downloaded,no open-access PDF URL in metadata,
P3F9249E2E1,THE MING CODE IN VIETNAMESE LEGAL HISTORY: ITS INFLUENCE ON THE VIETNAMESE CODES AND OTHER LEGAL DOCUMENTS,,not_downloaded,no open-access PDF URL in metadata,
P08C20B0CCD,ViNumFCR: A Novel Vietnamese Benchmark for Numerical Reasoning Fact Checking on Social Media News,,not_downloaded,no open-access PDF URL in metadata,
P067B0DD0DD,The Vietnamese Voice:,,not_downloaded,no open-access PDF URL in metadata,
P847B6B202A,clinical-embedding-fix: Post-hoc corrections for degenerate clinical text embeddings in RAG pipelines,,not_downloaded,no open-access PDF URL in metadata,
PD6C1C5AEEE,"The Application of Deep Learning in Qur’anic Tafsir Retrieval Using SBERT, FAISS and BERT-QA",,not_downloaded,no open-access PDF URL in metadata,
P3A3D3A5CCD,Segmentation and Processing of German Court Decisions from Open Legal Data,https://arxiv.org/pdf/2601.01449v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PD25C992538,Rotation Key Scheduling: Temporal Invalidation of Alignment-Based Embedding Inversion in RAG Systems,,not_downloaded,no open-access PDF URL in metadata,
PBE0FEDCF5E,MedRAGChecker: Claim-Level Verification for Biomedical Retrieval-Augmented Generation,https://arxiv.org/pdf/2601.06519,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P0E6545E72D,JMTEB and JMTEB-lite: Japanese Massive Text Embedding Benchmark and Its Lightweight Version,,not_downloaded,no open-access PDF URL in metadata,
PC825763285,Introduction to special issue on the second international conference on the theory of information retrieval,,not_downloaded,no open-access PDF URL in metadata,
PD6F7ACF3FC,Health System Scale Semantic Search Across Unstructured Clinical Notes,https://arxiv.org/pdf/2604.25605v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P837E665801,Front Matter,https://aclanthology.org/2026.findings-eacl.0.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P1D3B7F0401,Findings of the Association for Computational Linguistics: EACL 2026,,not_downloaded,no open-access PDF URL in metadata,
PAEB2193B50,Enhancing Semantic Code Search and Navigation Systems Using Dual Embedding Representations,,not_downloaded,no open-access PDF URL in metadata,
PB335AB2F0D,Embedding Retrofitting: Data Engineering for better RAG,,not_downloaded,no open-access PDF URL in metadata,
P5A79FC9A82,"Driving-RAG: Driving Scenarios Embedding, Search, and RAG Applications",,not_downloaded,no open-access PDF URL in metadata,
P7A7C10A50D,An analysis on document length retrieval trends in language modeling smoothing,,not_downloaded,no open-access PDF URL in metadata,
PF79D4B95F9,Accessibility in information retrieval,,not_downloaded,no open-access PDF URL in metadata,
P4C7C113E30,jina-embeddings-v4: Universal Embeddings for Multimodal Multilingual Retrieval,https://arxiv.org/pdf/2506.18902,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P431805CAC5,What does memory retrieval leave on the table? Modelling the Cost of Semi-Compositionality with MINERVA2 and sBERT,,not_downloaded,no open-access PDF URL in metadata,
P4C2060C4D1,Unfolding the Headline: Iterative Self-Questioning for News Retrieval and Timeline Summarization,https://arxiv.org/pdf/2501.00888,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P8AC54CB477,Towards Reliable Retrieval in RAG Systems for Large Legal Datasets,https://arxiv.org/pdf/2510.06999v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PB98B0D2185,Towards Better Instruction Following Retrieval Models,https://arxiv.org/pdf/2505.21439v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PA7DDB22438,Towards A Generalist Code Embedding Model Based On Massive Data Synthesis,https://arxiv.org/pdf/2505.12697,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P4AF59738DB,Tabular Embedding Model (TEM): Finetuning Embedding Models For Tabular RAG Applications,,not_downloaded,no open-access PDF URL in metadata,
P61F4BECAA5,TR-MTEB: A Comprehensive Benchmark and Embedding Model Suite for Turkish Sentence Representations,,not_downloaded,no open-access PDF URL in metadata,
P3F0E9EE94E,Semantic search for Japanese sentences based on sentence embedding,,not_downloaded,no open-access PDF URL in metadata,
P32D229224E,Semantic Search for Occupation-Aligned Course Recommendation Using SOTA Embedding Models,,not_downloaded,no open-access PDF URL in metadata,
PE82843CD03,"RAG over Tables: Hierarchical Memory Index, Multi-Stage Retrieval, and Benchmarking",https://arxiv.org/pdf/2504.01346v4,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PDA58913120,PlainQAFact: Retrieval-augmented Factual Consistency Evaluation Metric for Biomedical Plain Language Summarization.,,not_downloaded,no open-access PDF URL in metadata,
P25C5E98B06,PersonaMatrix: A Recipe for Persona-Aware Evaluation of Legal Summarization,https://arxiv.org/pdf/2509.16449v2,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PBBF012FD48,Medical LLMs: Fine-Tuning vs. Retrieval-Augmented Generation,https://www.mdpi.com/2306-5354/12/7/687/pdf?version=1750756009,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PE13417FBBE,MedEIR: A Specialized Medical Embedding Model for Enhanced Information Retrieval,https://arxiv.org/pdf/2505.13482,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PD713CB236F,Maintaining MTEB: Towards Long Term Usability and Reproducibility of Embedding Benchmarks,https://arxiv.org/pdf/2506.21182v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P2902D5A042,MIND-SBERT: An Explainable and Trustworthy Article Retrieval and Summarization System,,not_downloaded,no open-access PDF URL in metadata,
PFD3A76DD6D,MAEM: A Multi-Aspect Extraction Model for Enhanced Embedding in RAG,,not_downloaded,no open-access PDF URL in metadata,
P57B371D9D8,M3-RAG: Unified Multimodal and Multilingual Retrieval-Augmented Generation,,not_downloaded,no open-access PDF URL in metadata,
P11E9DB12BD,M-LongDoc: A Benchmark For Multimodal Super-Long Document Understanding And A Retrieval-Aware Tuning Framework,https://aclanthology.org/2025.emnlp-main.469.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PF8BD9C9F50,Latent Reasoning via Sentence Embedding Prediction,https://arxiv.org/pdf/2505.22202v2,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P32BFB5A4BC,LITERAS: Biomedical literature review and citation retrieval agents,,not_downloaded,no open-access PDF URL in metadata,
PACF8B48F7C,Integration of biomedical concepts for enhanced medical literature retrieval,https://doi.org/10.1007/s41060-025-00724-z,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P3EFF707457,"Infotec+CentroGEO at Touché: MCIP, CLIP and SBERT as Retrieval Score",,not_downloaded,no open-access PDF URL in metadata,
P189050AF55,"In this paper, the authors present a web-based RAG system using documents from NASA, and investigate the effectiveness of the RAG system for both technical and non-techniqual users.",,not_downloaded,no open-access PDF URL in metadata,
PAF2D91113D,GraphSelect: Embedding-Guided Graph Traversal for Scalable Semantic Paper Search,,not_downloaded,no open-access PDF URL in metadata,
PD4ED9567FD,Fusion Strategies for Embedding Models: Enhancing Text Representations Across MTEB Tasks Through Lightweight and Trainable Ensembles,,not_downloaded,no open-access PDF URL in metadata,
P174F4E6095,Formula-Text Cross-Retrieval: A Benchmarking Study of Dense Embedding Methods for Mathematical Information Retrieval,,not_downloaded,no open-access PDF URL in metadata,
P0B974A1A67,FinMTEB: Finance Massive Text Embedding Benchmark,,not_downloaded,no open-access PDF URL in metadata,
PD89071083E,Exploring Reasoning-Infused Text Embedding with Large Language Models for Zero-Shot Dense Retrieval,,not_downloaded,no open-access PDF URL in metadata,
PE6623A5682,Enhancing Retrieval-Augmented Generation with Knowledge Graph-Based Soft-Labeling and Triplet Similarity SBERT,,not_downloaded,no open-access PDF URL in metadata,
P39F7798625,Enhancing Question-Answering in Energy Engineering Via a Domain-Specific Embedding Model in an Open-Source Rag Pipeline: A Case Study on Geothermal Energy,,not_downloaded,no open-access PDF URL in metadata,
PFFE469EB23,Emancipatory Information Retrieval,https://irrj.org/article/download/24531/26530,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P0BCD555FD9,Domain-Specific Fine-Tuning of IndoBERT for Aspect-Based Sentiment Analysis in Indonesian Travel User-Generated Content,https://e-journal.unair.ac.id/JISEBI/article/download/63660/32187,not_downloaded,OA location host not in conservative download allowlist,
PE4A6BA4204,Dewey Long Context Embedding Model: A Technical Report,https://arxiv.org/pdf/2503.20376,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PFA720F03E5,Cross-Language Semantic Search Using OpenAI Embedding,,not_downloaded,no open-access PDF URL in metadata,
P84D0BD530E,Benchmarking Text Embedding Models for Semantic Search in Terrorism Incident Detection,,not_downloaded,no open-access PDF URL in metadata,
P306E12795D,BES4RAG: A Framework for Embedding Model Selection in Retrieval-Augmented Generation,,not_downloaded,no open-access PDF URL in metadata,
P6004DF5A0C,Advancing Semantic Caching for LLMs with Domain-Specific Embeddings and Synthetic Data,https://arxiv.org/pdf/2504.02268v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P8D6B47CF9A,A Reasoning-Focused Legal Retrieval Benchmark,https://arxiv.org/pdf/2505.03970v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P47FA79F72F,A Hybrid Reranking Pipeline for Negation-Aware Medical Search: BGE Retrieval with Zero-Shot DeBERTa and Few-Shot XGBoost under Minimal Supervision',,not_downloaded,no open-access PDF URL in metadata,
P2F3A78AE20,VISTA: Visualized Text Embedding For Universal Multi-Modal Retrieval,https://arxiv.org/pdf/2406.04292,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PB11CA4D19E,The potential impact of AI innovations on US occupations,https://academic.oup.com/pnasnexus/article-pdf/3/9/pgae320/59275526/pgae320.pdf,not_downloaded,OA location host not in conservative download allowlist,
PC6E12AEAEA,Text Is MASS: Modeling as Stochastic Embedding for Text-Video Retrieval,https://arxiv.org/pdf/2403.17998v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P7964D89C3D,T-RAG: Lessons from the LLM Trenches,https://arxiv.org/pdf/2402.07483v2,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P9B4DE03A9A,Sentence Representations via Gaussian Embedding,,not_downloaded,no open-access PDF URL in metadata,
P43C9F6B147,SeRTS: Self-Rewarding Tree Search for Biomedical Retrieval-Augmented Generation,,not_downloaded,no open-access PDF URL in metadata,
P4603CA1EAA,Scalable Dynamic Embedding Size Search for Streaming Recommendation,https://arxiv.org/pdf/2407.15411v4,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PCB6EFA308E,SEER: Self-Aligned Evidence Extraction for Retrieval-Augmented Generation,https://aclanthology.org/2024.emnlp-main.178.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P445DE10B4F,Recent advances in text embedding: A Comprehensive Review of Top-Performing Methods on the MTEB Benchmark,https://arxiv.org/pdf/2406.01607,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P4CD12A4532,RAG-Star: Enhancing Deliberative Reasoning with Retrieval Augmented Verification and Refinement,https://arxiv.org/pdf/2412.12881v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P93220A9289,Overview of TREC 2024 Biomedical Generative Retrieval (BioGen) Track,https://arxiv.org/pdf/2411.18069,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P42053BB415,Neural Information Retrieval,,not_downloaded,no open-access PDF URL in metadata,
P1F90485739,MultiHop-RAG: Benchmarking Retrieval-Augmented Generation for Multi-Hop Queries,https://arxiv.org/pdf/2401.15391v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P8E4230D495,Multi-View Visual Semantic Embedding for Cross-Modal Image-Text Retrieval,,not_downloaded,no open-access PDF URL in metadata,
PF323CDCB73,Large Language Model for Vulnerability Detection and Repair: Literature Review and the Road Ahead,,not_downloaded,no open-access PDF URL in metadata,
PB364DCFF3F,Landmark Embedding: A Chunking-Free Embedding Method For Retrieval Augmented Long-Context Large Language Models,,not_downloaded,no open-access PDF URL in metadata,
P1524A538A6,Image–Text Cross-Modal Retrieval with Instance Contrastive Embedding,,not_downloaded,no open-access PDF URL in metadata,
PBD0F79BCB6,Enhancing ColBERT: A Method for Reducing Space Complexity and Accelerating Retrieval Speed,,not_downloaded,no open-access PDF URL in metadata,
P244B322092,Development of a liver disease–specific large language model chat interface using retrieval-augmented generation,https://pmc.ncbi.nlm.nih.gov/articles/PMC11706764/pdf/nihms-2045726.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PDA7E47E5A2,DESIRE-ME: Domain-Enhanced Supervised Information REtrieval using Mixture-of-Experts,https://arxiv.org/pdf/2403.13468v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P2A29A65F76,Beyond Benchmarks: Evaluating Embedding Model Similarity for Retrieval Augmented Generation Systems,https://ceur-ws.org/Vol-3784/short4.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PDAD7BDB5B0,"A Review on Large Language Models: Architectures, Applications, Taxonomies, Open Issues and Challenges",https://ieeexplore.ieee.org/ielx7/6287639/6514899/10433480.pdf,not_downloaded,OA location host not in conservative download allowlist,
PFFBF626A2A,The effectiveness of Collaborative Online International Learning (COIL) on intercultural competence development in higher education,https://educationaltechnologyjournal.springeropen.com/counter/pdf/10.1186/s41239-022-00373-3,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P1832272578,The Elements of Visual Art Recommendation,https://dl.acm.org/doi/pdf/10.1145/3544548.3581477,not_downloaded,OA location host not in conservative download allowlist,
PD380F5830E,Survey of Explainable AI Techniques in Healthcare,https://www.mdpi.com/1424-8220/23/2/634/pdf?version=1672988781,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PE5731F9B33,RankCSE: Unsupervised Sentence Representations Learning via Learning to Rank,https://aclanthology.org/2023.acl-long.771.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P23DD4EB0D1,Raising the Bar for Language Equity Health Care Research,https://jamanetwork.com/journals/jamanetworkopen/articlepdf/2807144/ortega_2023_ed_230007_1688156430.32843.pdf,not_downloaded,OA location host not in conservative download allowlist,
PD255B14669,Practical and ethical challenges of large language models in education: A systematic scoping review,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/bjet.13370,not_downloaded,OA location host not in conservative download allowlist,
P147BB7FBD8,Plastic pollution and the open burning of plastic wastes,,not_downloaded,no open-access PDF URL in metadata,
PC4888CD133,Personalized Search Via Neural Contextual Semantic Relevance Ranking,https://arxiv.org/pdf/2309.05113v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P575B54E9DA,MTEB: Massive Text Embedding Benchmark,https://arxiv.org/pdf/2210.07316v3,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P44D1D4D239,Large Language Models and Knowledge Graphs: Opportunities and Challenges,https://arxiv.org/pdf/2308.06374,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PCB01C7FDE5,Impact of word embedding models on text analytics in deep learning environment: a review,https://link.springer.com/content/pdf/10.1007/s10462-023-10419-1.pdf,not_downloaded,OA location host not in conservative download allowlist,
PA7E038D631,Findings of the Association for Computational Linguistics: EMNLP 2023,,not_downloaded,no open-access PDF URL in metadata,
P1A9F3EB256,Evaluating Conversational Information Retrieval,,not_downloaded,no open-access PDF URL in metadata,
PBA43326D47,Enhancing Pre-Trained Language Models with Sentence Position Embeddings for Rhetorical Roles Recognition in Legal Opinions,https://arxiv.org/pdf/2310.05276v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P11AD619B99,End-to-End Transformer-Based Models in Textual-Based NLP,https://www.mdpi.com/2673-2688/4/1/4/pdf?version=1672895769,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P29BB2CFA6E,ELIXIR Projects in the area of biodiversity: Biodiversity Genomics Europe (BGE),,not_downloaded,no open-access PDF URL in metadata,
P0F6FF2182E,EENet: embedding enhancement network for compositional image-text retrieval using generated text,,not_downloaded,no open-access PDF URL in metadata,
PCE11084D92,DeTiME: Diffusion-Enhanced Topic Modeling using Encoder-decoder based LLM,https://aclanthology.org/2023.findings-emnlp.606.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PAE01FF3B81,Cyberbullying detection for low-resource languages and dialects: Review of the state of the art,https://arxiv.org/pdf/2308.15745,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P3567F6FA91,Continuous Input Embedding Size Search For Recommender Systems,https://arxiv.org/pdf/2304.03501v7,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P184FBDEFBF,Code Llama: Open Foundation Models for Code,https://arxiv.org/pdf/2308.12950,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P98B481E44E,"A Survey of Graph Neural Networks for Recommender Systems: Challenges, Methods, and Directions",https://dl.acm.org/doi/pdf/10.1145/3568022,not_downloaded,OA location host not in conservative download allowlist,
PEAC6BE5293,Towards Proactive Information Retrieval in Noisy Text with Wikipedia Concepts,https://arxiv.org/pdf/2210.09877v1,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PA7717BB291,Pose-Aware Embedding Networks and Multi-Modal Image-Language Retrieval,,not_downloaded,no open-access PDF URL in metadata,
P9244A469C3,Joint Embedding of Semantic and Statistical Features for Effective Code Search,,not_downloaded,no open-access PDF URL in metadata,
P5EB12989E0,EmBoost: Embedding Boosting to Learn Multilevel Abstract Text Representation for Document Retrieval,,not_downloaded,no open-access PDF URL in metadata,
PB38C0F93F6,BLOOM: A 176B-Parameter Open-Access Multilingual Language Model,https://arxiv.org/pdf/2211.05100,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P9D2B557949,Attentive deep neural networks for legal document retrieval,https://arxiv.org/pdf/2212.13899,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PC36E485E06,"A survey on sentiment analysis methods, applications, and challenges",https://link.springer.com/content/pdf/10.1007/s10462-022-10144-1.pdf,not_downloaded,OA location host not in conservative download allowlist,
P179DECAA1B,mT5: A Massively Multilingual Pre-trained Text-to-Text Transformer,https://aclanthology.org/2021.naacl-main.41.pdf,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
P39FFF1D521,Specializing Multilingual Language Models: An Empirical Study,https://arxiv.org/pdf/2106.09063v4,not_downloaded,publication metadata does not indicate scoped multilingual/Vietnamese retrieval relevance,
PFB77C71F72,Self-Supervised Hypergraph Convolutional Networks for Session-based Recommendation,https://ojs.aaai.org/index.php/AAAI/article/download/16578/16385,not_downloaded,OA location host not in conservative download allowlist,
